name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
,101.6447482,3.0509932,subway_entrance,Lebuhraya Bukit Jalil,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47180",Malaysia,,,,,,
,101.6451675,3.0503339,subway_entrance,Jalan BK 5A/1,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47100",Malaysia,,,,,,
B,101.6443854,3.0502321,subway_entrance,Jalan BK 5A/1,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47180",Malaysia,,,,,,
,101.6449509,3.050484,subway_entrance,Jalan BK 5A/1,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47100",Malaysia,,,,,,
,102.2511207,2.1885686,taxi,Jalan Tun Khalil Yaakob,,,,Bandaraya Melaka,Melaka,"75000",Malaysia,,,,,,
Pasir Gudang,103.9212512,1.433876,ferry_terminal,Jalan Simen 1,,,,,Johor,"81700",Malaysia,,,station,,,
Puteri harbour (Iskandar Puteri),103.6609111,1.4133976,ferry_terminal,Persiaran Puteri Selatan,Puteri Harbour,,,Iskandar Puteri,Johor,"79100",Malaysia,,,station,,,
Terminal feri Puteri Harbour (Iskandar Puteri),103.6614602,1.4140179,ferry_terminal,Persiaran Puteri Selatan,Puteri Harbour,,,Iskandar Puteri,Johor,"79100",Malaysia,,,stop_position,,,
,101.3908765,2.9984997,ferry_terminal,Jalan Syahbandar,,,Pelabuhan Klang,Bandaraya Klang,Selangor,"42009",Malaysia,,,station,,,
Pengkalan Nelayan Sungai Kuah,99.8492405,6.3187402,pier,Persiaran Putra,,,Kuah,,Kedah,,Malaysia,,,,,,
AEON,101.7273717,3.1251558,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"51500",Malaysia,,AEON,,,,
,100.3068155,5.4327948,taxi,Jalan Burma,Central George Town,,,George Town,Pulau Pinang,"10350",Malaysia,,,,,,
B,101.5862977,3.0765187,subway_entrance,Jalan SS 15/4D,Pusat Bandar Subang Jaya,,,Majlis Bandaraya Subang Jaya,Selangor,"47500",Malaysia,,,,,,
A,101.5859436,3.0756213,subway_entrance,Jalan SS 17/2,Pusat Bandar Subang Jaya,,,Majlis Bandaraya Subang Jaya,Selangor,"47500",Malaysia,,,,,,
Sungai Kerang,100.6769184,4.5956886,ferry_terminal,,,,,,Perak,,Malaysia,,,station,,,
,100.4403649,5.2339038,taxi,Persiaran Cassia Barat 8,Bandar Cassia,,,,Pulau Pinang,"14110",Malaysia,,,,,,
,100.9333546,3.86687,ferry_terminal,,,,,,Selangor,"36400",Malaysia,,,,,,
,101.705018,3.156107,taxi,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50250",Malaysia,,,,,,
A,101.6991072,3.1590919,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50300",Malaysia,,A,,,,
Terminal Bandar Tun Abdul Razak,102.8902484,2.9053225,bus_station,"11",,,Bandar Tun Abdul Razak,,Pahang,"26900",Malaysia,,,,,,
Terminal Tanjung Gemok,103.621923,2.6594565,bus_station,Jalan Sri Tanjung 1/1,Tanjung Gemok,,,,Pahang,"86900",Malaysia,,,station,,,
Terminal Tanjung Gemok,103.6219214,2.6594732,bus_station,Jalan Sri Tanjung 1/1,Tanjung Gemok,,,,Pahang,"86900",Malaysia,,,station,,,
KTM Batu Kentonmen,101.6815101,3.1967649,taxi,Jalan Batu Kentonmen,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,,,,yes,
Bus Station Simpang Renggam,103.3099041,1.8256236,bus_station,Jalan Pasar,,,Simpang Renggam,,Johor,"86200",Malaysia,,,station,,,
Terminal Bas Mini Jalan Masak,116.1524209,5.3348073,bus_station,Jalan Masak,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
,116.1547501,5.3359571,bus_station,Lorong Andulag 1,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
,101.6572002,3.0546459,subway_entrance,,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47180",Malaysia,,,,,,
,101.6564162,3.0549576,subway_entrance,Jalan BK 1/13,Bandar Kinrara,,,Majlis Bandaraya Subang Jaya,Selangor,"47180",Malaysia,,,,,,
Telaga Harbor,99.6855001,6.366054,ferry_terminal,Jalan Pantai Kok,,,,,Kedah,"07100",Malaysia,,,station,,,
A,101.7319006,3.1049728,subway_entrance,Jalan Midah 1,Cheras,,,,Kuala Lumpur,"55300",Malaysia,,A,,,yes,
Pintu B | Jalan Balakong,101.7726712,3.0406991,subway_entrance,Lebuhraya Cheras–Kajang,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,B,,,,
A,101.7097169,3.1430868,subway_entrance,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,A,,,,
C,101.7098493,3.1427211,subway_entrance,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,C,,,,
,101.7111256,3.1485393,taxi,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50540",Malaysia,,,,,,
,100.4627502,5.3654651,taxi,Lean Hock Bus,,,,Bukit Mertajam,Pulau Pinang,"14000",Malaysia,,,,,,
Terminal Bas,103.649295,1.4211944,bus_station,Persiaran Dato' Menteri,,,,Iskandar Puteri,Johor,"79582",Malaysia,,,station,,,
Lower Tunnel Station,100.2702751,5.4221833,halt,Lower Tunnel Road,,,,George Town,Pulau Pinang,"11300",Malaysia,,,stop_position,,,
,101.756469,3.1406776,subway_entrance,Persiaran Cahaya Satu,Pandan Indah,Ampang,,Majlis Perbandaran Ampang Jaya,Selangor,"50600",Malaysia,,,,,,
,110.6563783,1.2803934,ferry_terminal,,,,,,Sarawak,,Malaysia,,,,,,
,110.6575638,1.280447,ferry_terminal,Jalan Samarahan / Sebuyau / Ensengei / Lubok Bunting,,,,,Sarawak,,Malaysia,,,,,,
,101.7011239,3.146019,taxi,Jalan Pudu,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,,,,,
Terminal feri Berjaya Waterfront Johor Bahru,103.7849139,1.4702774,ferry_terminal,Jalan Ibrahim Sultan,,,,Johor Bahru,Johor,"80040",Malaysia,,,stop_position,,,
Pintu B | Jalan Bukit,101.79089,2.9838212,subway_entrance,Jalan Bukit,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,B,,,,
,101.5769396,3.1996485,taxi,Jalan Welfare,,,,Shah Alam,Selangor,"47830",Malaysia,,,,,,
,101.5779497,3.2000753,taxi,Jalan Sungai Buloh - Subang,,,,Shah Alam,Selangor,"47830",Malaysia,,,,,,
,101.6125364,3.0162107,subway_entrance,Jalan Puchong,Bandar Puteri Puchong,,Puchong,Majlis Bandaraya Subang Jaya,Selangor,"47160",Malaysia,,,,,,
,101.6128542,3.0160515,subway_entrance,Jalan Puchong,Puchong Perdana,,Puchong,Majlis Bandaraya Subang Jaya,Selangor,"47160",Malaysia,,,,,,
,102.6437185,4.4998401,pier,,,,,,Pahang,"27020",Malaysia,,,,,,
,102.6453678,4.4995644,pier,,,,,,Pahang,"27020",Malaysia,,,,,,
,117.0854175,7.1089648,ferry_terminal,,,,Karakit,,Sabah,,Malaysia,,,station,,,
,101.5081852,3.071964,taxi,Persiaran Masjid,,,,Shah Alam,Selangor,"40000",Malaysia,,,,,,
,101.7085991,3.1504036,taxi,Jalan Raja Chulan,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50540",Malaysia,,,,,,
,116.077884,5.9909127,ferry_terminal,Lorong Jesselton,,,,Kota Kinabalu,Sabah,"88843",Malaysia,,,station,,,
Jeti Lumut,100.6327115,4.2371936,ferry_terminal,Jalan Sultan Yussuf Izuddin,,,Lumut,,Perak,"32200",Malaysia,,,station,,,
,110.3374122,1.5590297,ferry_terminal,Jambatan Muara Sungai Bintangor,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,101.7893606,2.5809799,ferry_terminal,N159,,,,Port Dickson,Negeri Sembilan,"71000",Malaysia,,,,,,
,101.7874937,2.5791092,ferry_terminal,N159,,,,Port Dickson,Negeri Sembilan,"71000",Malaysia,,,,,,
,100.5541415,4.2537708,ferry_terminal,A205,,,,,Perak,"32300",Malaysia,,,station,,,
,102.0908762,6.233313,ferry_terminal,Jalan MARA ke Pengkalan Polis Marin,,,,,Kelantan,"16080",Malaysia,,,station,,,
,100.3102041,5.4385552,taxi,Persiaran Gurney,Central George Town,,,George Town,Pulau Pinang,"10250",Malaysia,,,,,,
Jeti Pulau Besar,102.3360059,2.1153089,ferry_terminal,Jalan Indah,,,,,Melaka,,Malaysia,,,station,,,
B,101.5907454,3.0961458,subway_entrance,Jalan SS 7/19,Kelana Jaya,,,Petaling Jaya,Selangor,"43701",Malaysia,,,,,,
Machang Bus Station,102.2207831,5.7654011,bus_station,Jalan Tanjung,,,Machang,,Kelantan,"18500",Malaysia,,,station,,,
MMU Taxi Stand,101.6411387,2.9227747,taxi,Persiaran Multimedia,,,Cyberjaya,Sepang,Selangor,"63000",Malaysia,,,,,,
,101.0893615,4.6245162,ferry_terminal,Lebuh Kuala Kangsar,,,,Majlis Bandaraya Ipoh,Perak,"30010",Malaysia,,,station,,,
,101.0900742,4.6270652,ferry_terminal,Lang Damai 4,,,,Majlis Bandaraya Ipoh,Perak,"30010",Malaysia,,,station,,,
Batu Kawan,100.405482,5.2656707,ferry_terminal,Pengkalan Cassia,,,Batu Kawan,,Pulau Pinang,"14110",Malaysia,,,station,,,
Pulau Aman,100.3930997,5.2674038,ferry_terminal,Pengkalan Cassia,,,Batu Kawan,,Pulau Pinang,"14110",Malaysia,,,station,,,
,101.692231,3.1368561,taxi,Jalan Tun Sambanthan,,,,Kuala Lumpur,Kuala Lumpur,"50566",Malaysia,,,,,,
,102.4326181,4.4049082,ferry_terminal,Kuala Tahan - Kuala Terenggan Lodge,,,,,Pahang,,Malaysia,,,,,,
,111.8154634,2.3072266,ferry_terminal,,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,111.8218179,2.3144888,ferry_terminal,Jalan Kampung Nangka,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,110.3461771,1.5601695,ferry_terminal,Jalan Main Bazaar,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,110.3461228,1.5623051,ferry_terminal,Jambatan Darul Hana,Petra Jaya,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,110.3508894,1.5593541,ferry_terminal,Jalan Tunku Abdul Rahman,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,110.3513828,1.5586261,ferry_terminal,Jalan Tunku Abdul Rahman,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,115.1812125,3.1616521,ferry_terminal,,,,,,Sarawak,,Malaysia,,,platform,,,
,115.1818979,3.1625828,ferry_terminal,Long San to Lio Mato Road,,,,,Sarawak,,Malaysia,,,platform,,,
,102.6455825,2.1297054,ferry_terminal,Lorong Abu Hassan,,,,Muar,Johor,"84300",Malaysia,,,,,,
Kuala Terengganu,103.1384465,5.3389634,ferry_terminal,Jalan Tok Lam,,,,Kuala Terengganu,Terengganu,"20000",Malaysia,,,station,,,
,116.0480561,6.0135854,ferry_terminal,Jalan Residensi Sutera 1,,,,Kota Kinabalu,Sabah,"88823",Malaysia,,,station,,,
,116.0051126,5.9743144,ferry_terminal,Jalan Aru,,,,Kota Kinabalu,Sabah,"88863",Malaysia,,,station,,,
,113.0458533,3.1639183,ferry_terminal,,,,,Bintulu,Sarawak,"97000",Malaysia,,,,,,
,104.2052763,2.7947222,ferry_terminal,Waterfall Trek,,,,Tioman,Pahang,,Malaysia,,,,,,
,101.5859593,3.0670669,subway_entrance,Jalan SS 18/6,Pusat Bandar Subang Jaya,,,Majlis Bandaraya Subang Jaya,Selangor,"47500",Malaysia,,,,,,
,100.9457721,4.7734209,ferry_terminal,Persiaran Sungai Perak,Bukit Chandan,,,Kuala Kangsar,Perak,"33040",Malaysia,,,station,,,
,101.7118282,3.0648384,taxi,Jalan Suasa 6,Sungai Besi,,,Kuala Lumpur,Kuala Lumpur,"57100",Malaysia,,,,,,
Jeti Kg Semaloi,103.6243136,2.629595,ferry_terminal,Jalan Surau Kg Semaloi,,,Endau,,Johor,"86900",Malaysia,,,station,,,
Bunut Susu,102.1744239,6.0944933,station,Jalan Bunut Susu,,,,,Kelantan,"17030",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Kompleks Pengangkutan Awam Larkin,103.7425587,1.4957105,bus_station,Loading Bay,Larkin,,,Johor Bahru,Johor,"80350",Malaysia,,"46239",station,,,
,100.3667518,6.1239393,taxi,Lebuhraya Darul Aman,,,,Alor Setar,Kedah,"05100",Malaysia,,,,,,
,100.333102,5.420685,taxi,Jalan Penang,Central George Town,,,George Town,Pulau Pinang,"10200",Malaysia,,,,,,
Terminal Bas Dan Teksi Labis,103.0218747,2.3850678,bus_station,Jalan Tun Razak,,,Labis,,Johor,"85300",Malaysia,Perbadanan Pengangkutan Awam Johor,,station,,,Bas Muafakat Johor
Jetty B,100.3417497,5.41374,bus_station,Lane 101,Central George Town,,,George Town,Pulau Pinang,"10300",Malaysia,Rapid Bus,,station,,,Rapid Penang
,100.3418831,5.4136036,taxi,Lane 204/206,Central George Town,,,George Town,Pulau Pinang,"10300",Malaysia,,,,,,
,100.3315372,5.4141856,taxi,Jalan Doktor Lim Chwee Leong,Central George Town,,,George Town,Pulau Pinang,"10100",Malaysia,,,,,,
,100.3309787,5.4140506,taxi,Lebuh Tek Soon,Central George Town,,,George Town,Pulau Pinang,"10000",Malaysia,,,,,,
,100.3308844,5.4149764,taxi,Jalan Ria,Central George Town,,,George Town,Pulau Pinang,"10000",Malaysia,,,,,,
,101.6609199,3.1265444,taxi,Lingkaran Wawasan,Bangsar,,,Kuala Lumpur,Kuala Lumpur,"50603",Malaysia,,,,,,
A,101.6559017,3.209402,subway_entrance,Jalan Kepong,Jinjang,,Kepong,,Kuala Lumpur,"52000",Malaysia,,A,,,,
B,101.648012,3.2107181,subway_entrance,Jalan Ambong Kiri 2,Jinjang,,Kepong,,Kuala Lumpur,"52100",Malaysia,,B,,,limited,
Pintu A | Jalan Cempaka SD 12/5,101.6083453,3.1978429,subway_entrance,Jalan Cempaka SD 12/5,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,A,,,yes,
Pintu B | Persiaran Industri,101.6080406,3.1985341,subway_entrance,Jalan Kuala Selangor,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,B,,,yes,
B,101.5924942,3.2000956,subway_entrance,Entrance D,,,,Petaling Jaya,Selangor,"47830",Malaysia,,,,,,
Main Entrance,101.6075806,3.0732429,taxi,Jalan PJS 11/15,Bandar Sunway,,,Majlis Bandaraya Subang Jaya,Selangor,"46150",Malaysia,,,,,,
Orange Entrance,101.6059189,3.0733663,taxi,Jalan PJS 11/15,Bandar Sunway,,,Majlis Bandaraya Subang Jaya,Selangor,"46150",Malaysia,,,,,,
B,101.6208466,3.1986159,subway_entrance,Linkway to Damansara Avenue,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,,,,yes,
A,101.6208793,3.1983477,subway_entrance,Linkway to Damansara Avenue,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,,,,yes,
Pintu D | Jalan PJU 10/2A,101.5925125,3.1997354,subway_entrance,Entrance D,,,,Petaling Jaya,Selangor,"47830",Malaysia,,D,,,,
,115.8019095,5.2924295,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.8016319,5.2831584,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.8058729,5.2663791,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.810592,5.267707,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.8174058,5.2711066,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.8283762,5.2626697,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.8382045,5.2434225,halt,,,,,,Sabah,"89900",Malaysia,,,stop_position,,,
,115.8783046,5.1851895,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.7952078,5.3241071,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.7962062,5.3294745,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
,115.7970957,5.3396721,halt,Jalan SRK Batu 60,,,,,Sabah,,Malaysia,,,stop_position,,,
Gemas,102.6136329,2.5797936,station,Jalan Stesen Keretapi,,,Gemas,,Negeri Sembilan,,Malaysia,,,station,,yes,
Kampung Kok Pasir,102.2077717,6.1629407,station,Jalan Kok Pasir,,,,,Kelantan,"16040",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Pintu C | Sunway Nexis,101.5948556,3.1500345,subway_entrance,Jalan PJU 5/7,,,,Petaling Jaya,Selangor,"47810",Malaysia,,C,,,,
A,101.612643,3.1108192,subway_entrance,Jalan SS 2/3,,,,Petaling Jaya,Selangor,"47300",Malaysia,,,,,,
B,101.6792866,3.1939803,subway_entrance,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,B,,,yes,
A,101.6797648,3.1964629,subway_entrance,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,A,,,yes,
D,101.7065497,3.1406353,subway_entrance,Drop Off Point 2,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,D,,,,
,101.7086145,3.1409472,taxi,Jalan Hang Tuah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,,,,,
Jeti Tanjung Dawai,100.3655514,5.6792344,ferry_terminal,Jalan Singkir-Tanjung Dawai,,,Tanjung Dawai,,Kedah,"08110",Malaysia,,,station,,,
SJKC Mun Choong,101.6745829,3.2056744,taxi,Jalan Kampung Batu,,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,KL1570,,,yes,
KTM Komuter Taman Wahyu,101.672529,3.2140454,taxi,Jalan 1/18A,Taman Mastiara,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,Rapid KL,KL1511,,,yes,
"Taman Wahyu (Barat), Jalan Kuching",101.6717536,3.215088,taxi,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"52000",Malaysia,,KL565,,,yes,
,101.671586,3.2243213,taxi,Jalan Ipoh,,,,Kuala Lumpur,Kuala Lumpur,"68100",Malaysia,,,,,yes,
"Taman Wahyu (Barat), Jalan Kuching",101.6720731,3.2153363,taxi,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,KL1505,,,yes,
Taman Koperasi Polis,101.6891814,3.2194064,taxi,Jalan Sri Batu Caves,,,Batu Caves,Majlis Perbandaran Selayang,Kuala Lumpur,"68100",Malaysia,,KL623,,,,
Taman Koperasi Polis,101.6894114,3.2199252,taxi,Jalan Sri Batu Caves,,,Batu Caves,Majlis Perbandaran Selayang,Kuala Lumpur,"68100",Malaysia,,KL623,,,,
Pejabat DBKL Kepong,101.6595623,3.2081193,taxi,Jalan Kepong,Jinjang,,,Kuala Lumpur,Kuala Lumpur,"52000",Malaysia,"Selangor Omnibus;DBKL",KL479,,,yes,
"AEON BIG Kepong, Jalan Kepong",101.6425383,3.2138638,taxi,Jalan Kepong,,,,Kuala Lumpur,Kuala Lumpur,"52100",Malaysia,,KL485,,,yes,
,101.7281281,3.2147853,taxi,Jalan Malinja,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,,,,,yes,
LRT Sentul Timur,101.6952974,3.1862399,taxi,Jalan 2/48A,,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,Rapid KL,KL648,,,yes,
D7 Sentul,101.6921811,3.1810135,taxi,Jalan Sentul,Sentul,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,Rapid KL,,,,yes,
Masjid Amru Sentul,101.6981757,3.1801084,taxi,Jalan 1/48A,Sentul,,,Kuala Lumpur,Kuala Lumpur,"53200",Malaysia,Rapid KL,,,,yes,
Tanjung Manis Terminal Port,111.3374221,2.1340426,ferry_terminal,,Tanjung Manis,,,,Sarawak,,Malaysia,,,station,,,
Lawas Express Ferry Terminal,115.4114914,4.8611974,ferry_terminal,Jalan Pulau Salam,,,Lawas,,Sarawak,"98857",Malaysia,,,station,,,
Komersial Kok Lian,101.6717552,3.2027733,taxi,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,,,,yes,
Pulau Redang (Jeti Teluk Kalong),103.0207511,5.7551168,ferry_terminal,,,,,,,,Malaysia,,,station,,,
Pulau Bidong,103.058416,5.6131012,ferry_terminal,,,,,,,,Malaysia,,,station,,,
Pulau Redang (Jeti Pelangi),103.0338728,5.7748759,ferry_terminal,,,,,,,,Malaysia,,,station,,,
Pulau Lang Tengah (Jeti Sari Pacifica),102.8921798,5.7928582,ferry_terminal,,,,,,,,Malaysia,,,station,,,
Pulau Lang Tengah (Jeti Summerbay Resort),102.8922925,5.7945888,ferry_terminal,,,,,,,,Malaysia,,,station,,,
"Taman Golden, Jalan Ipoh",101.6904041,3.1741379,taxi,Jalan Sultan Azlan Shah,Sentul,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,"Selangor Bus, Setara Jaya, RapidKL",KL578,,,yes,
LRT Titiwangsa,101.6959374,3.1733723,taxi,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50400",Malaysia,,,,,,
A,101.6909066,3.1315206,subway_entrance,Jalan Tebing,Brickfields,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,A,,,,
A,101.6878032,3.1328157,subway_entrance,Jalan Tun Sambanthan,,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,A,,,,
Tanjung Gemok,103.6230812,2.6580423,ferry_terminal,Jalan Sri Tanjung 1/1,Tanjung Gemok,,,,Pahang,"86900",Malaysia,,,station,,,
Pulau Labuan,115.2403825,5.27706,ferry_terminal,纳闽码头,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
Menumbok,115.3748124,5.3028908,ferry_terminal,A7,,,,,Sabah,"89760",Malaysia,,,station,,,
D,101.7094062,3.1426296,subway_entrance,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,D,,,,
,101.7092365,3.1428571,taxi,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,,,,,
E,101.7095249,3.1425262,subway_entrance,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,E,,,,
B,101.7094003,3.1430137,subway_entrance,Jalan Imbi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,B,,,,
B,101.7102446,3.1509066,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50540",Malaysia,,B,,,,
C,101.7105244,3.1508352,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50540",Malaysia,,C,,,,
A,101.7101502,3.1506686,subway_entrance,Jalan Tengah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50540",Malaysia,,A,,,,
,101.7045986,3.1562932,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50250",Malaysia,,A,,,,
,101.7049268,3.1563885,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50250",Malaysia,,B,,,no,
,101.7051278,3.1560805,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,C,,,no,
D,101.6991144,3.1593744,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50300",Malaysia,,D,,,,
A,101.6982849,3.1669355,subway_entrance,Jalan Sultan Azlan Shah,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,A,,,,
B,101.6989316,3.1675595,subway_entrance,Jalan Raja Muda Abdul Aziz,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,B,,,,
A,101.6960765,3.1730738,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,A,,,,
Nanga Yong,112.8165422,2.0125817,ferry_terminal,Song Kapit Road,,,,,Sarawak,,Malaysia,,,station,,,
,100.3632981,5.3949917,ferry_terminal,to George Town,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,,,stop_position,,,
Menumbok,115.3745028,5.3026359,ferry_terminal,A7,,,,,Sabah,"89760",Malaysia,,,station,,,
Publika,101.6651972,3.1704533,taxi,Jalan Dutamas 1,Taman Duta,,,,Kuala Lumpur,"50480",Malaysia,Rapid KL,KL1023,,,limited,
Columbia Hospital,101.7184661,3.2009582,taxi,Jalan Genting Kelang,Setapak,,,Kuala Lumpur,Kuala Lumpur,"53200",Malaysia,,KL1598,,,yes,
Blok C14,101.7367726,3.2110398,taxi,Jalan 4/27A,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53100",Malaysia,,KL175,,,yes,
Pusat Penjaja Seksyen 2,101.7337968,3.2115934,taxi,Jalan 4/27A,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53100",Malaysia,,KL175,,,no,
Pusat Penjaja Seksyen 2,101.7325979,3.210517,taxi,Jalan 4/27A,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,,KL175,,,yes,
Villa Wangsamas,101.7374242,3.1946017,taxi,Jalan Seri Wangsa 2,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,,,,,no,
SK Wangsa Jaya (Opp),101.7396878,3.2052487,taxi,Jalan Wangsa Perdana 3,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,,KL1620,,,no,
Komersial Wangsa Setia,101.7434977,3.2082545,taxi,Jalan Wangsa Melawati 1,Wangsa Maju,,,Kuala Lumpur,Kuala Lumpur,"53300",Malaysia,Rapid KL,KL4,,,no,
PPR Desa Rejang,101.730272,3.1913998,taxi,Jalan Rejang,Semarak,,,Kuala Lumpur,Kuala Lumpur,"54100",Malaysia,,KL716,,,no,
Desaru Coast Ferry Terminal,104.28522,1.5166952,ferry_terminal,Desaru Coast Ferry Terminal,,,,,Johor,,Malaysia,,,stop_position,,,
Maskiara Residences,101.6269816,3.1557758,taxi,Jalan Datuk Sulaiman,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,,,,no,
Perhentian Bas/Teksi dan Gerai MDSR Renggam,103.4025234,1.8852662,bus_station,Jalan Ibrahim,,,Renggam,,Johor,"86300",Malaysia,,,station,,yes,
A,101.7087611,3.0636527,subway_entrance,Jalan Suasa 2,Sungai Besi,,,Kuala Lumpur,Kuala Lumpur,"57000",Malaysia,,A,,,yes,
B,101.6966656,3.1495984,subway_entrance,Jalan Melaka,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,B,,,,
,103.6446092,1.6005931,taxi,Jalan Persekutuan 1,Senai,,,Kulai,Johor,"81000",Malaysia,,,,,,
Terminal Kulai,103.5987608,1.6625445,bus_station,Jalan Lengkongan,,,,Kulai,Johor,"81000",Malaysia,,,station,,yes,
